SITE_NO,SITE_NAME,TYPE,MUNICIPALITY,LATITUDE,LONGITUDE
3606,PASCOE VALE/BUCKLEY,INT,MNV,-37.758098,144.926459
3607,MT ALEXANDER NR WINIFRED,FLASH PX,MNV,-37.754518,144.917234
3608,MT ALEXANDER NR LEAKE,FLASH PX,MNV,-37.746185,144.911617
3609,MT ALEXANDER NR GLASS,FLASH PX,MNV,-37.746185,144.911617
3610,PASCOE VALE/TANDERRUM WAY,INT,HUM,-37.68239,144.919396
3611,BARRY/LONGFORD,INT,HUM,-37.664587,144.929139
3612,PASCOE VALE/TAGGERTY CRES STH,INT,HUM,-37.662467,144.922434
3613,BARRY/KYABRAM,INT,HUM,-37.665571,144.937824
3615,PASCOE VALE/COLERAINE,INT,HUM,-37.677909,144.922264
3616,PASCOE VALE/BARRY,INT,HUM,-37.66379,144.922082
3617,PASCOE VALE/PARINGA,INT,HUM,-37.651807,144.930456
3618,PASCOE VALE/SHANKLAND/RESERVOIR,INT,HUM,-37.643786,144.929
3619,PASCOE VALE/TAGGERTY CRES (NTH),INT,HUM,-37.657599,144.926738
3620,PRINCESS NR WILLS,POS,BOR,-37.799712,145.03019
3621,PRINCESS NR MOLESWORTH,POS,BOR,-37.80167,145.029836
3622,PRINCESS/DUKE,INT,BOR,-37.794683,145.031159
3624,PEARCEDALE/BROADMEADOWS TOWN CENTRE,INT,HUM,-37.680938,144.91664
3626,WESTGATE FWY EXIT RAMP/COOK,INT,MBN,-37.82887,144.918324
3627,COOK/SALMON/WESTGATE FWY ENTRANCE,INT,MBN,-37.82779,144.922744
3628,APPLETON DOCK/COODE,INT,MBN,-37.811466,144.927191
3629,CHURCHILL NR BRAYBROOK COMMUNITY CENTRE,POS,MRG,-37.786134,144.853384
3630,SOUTH NR ESPLANADE,POS,BAY,-37.927695,144.990607
3631,SOUTH/NEW,INT,BAY,-37.928127,144.994069
3632,SOUTH/HAMPTON,INT,BAY,-37.929319,145.004047
3633,SOUTH NR HAMPTON,POS,BAY,-37.92966,145.006915
3634,SOUTH/BLUFF/CUMMINS,INT,BAY,-37.931929,145.025717
3635,SOUTH/JASPER/TAYLOR,INT,KIN,-37.933545,145.038942
3636,BLUFF NR HOLLOWAY,POS,BAY,-37.956857,145.020048
3637,SOUTH/EAST BOUNDARY,INT,KIN,-37.935757,145.056181
3638,SOUTH/CHESTERVILLE,INT,GLE,-37.93644,145.061338
3639,OLD DANDENONG/BOURKE,INT,KIN,-37.939783,145.090829
3640,PASCOE VALE/COOLAROO STATION ACCESS,INT,HUM,-37.660166,144.925284
3641,PEARCEDALE PDE/SHOPPING CENTRE ACCESS RD,INT,HUM,-37.678888,144.918337
3642,SOUTH/STATION,INT,KIN,-37.933368,145.037389
3643,SOUTH/TAFE COLLEGE EXIT,INT,KIN,-37.934935,145.050277
3644,KINGSTON/BALL/ST ANDREWS,INT,KIN,-37.953947,145.083549
3646,PASCOE VALE/CAR PARK ACCESS,INT,HUM,-37.64704,144.931086
3647,BOARDWALK & WALLACE ,INT,WYN,-37.875789,144.737353
3648,WATSONIA NR MORWELL,FLASH PX,BAN,-37.71,145.082014
3649,DONALD btwn NICHOLSON & LEEDS,POS,MRG,-37.797835,144.900366
3650,GLENROY/CARDINAL,INT,MRD,-37.706311,144.928588
3651,WHITE NR WARREN,POS,KIN,-37.999125,145.090588
3652,NARRE WARREN-CRANBOURNE/LINSELL,INT,CAS,-38.098356,145.292737
3653,RESERVE/PARK/TULIP,INT,BAY,-37.963264,145.037481
3654,CHAPEL/MALCOLM,INT,FRA,-37.836825,144.996163
3655,PALMERS/DISTRIBUTION,INT,WYN,-37.815976,144.750164
3656,BURNLEY/HIGHETT,INT,YRA,-37.816898,145.00877
3657,BURNLEY/MURPHY,INT,YRA,-37.817875,145.008575
3658,BELL/PENTRIDGE,INT,MRD,-37.741728,144.971511
3659,MT ALEXANDER NR DAVIES,POS,MNV,-37.769115,144.925558
3660,STUDLEY PARK NR HODGSON,POS,BOR,-37.805335,145.015344
3661,STUDLEY PARK/CARSON,INT,BOR,-37.806747,145.020002
3662,HIGH/DENMARK/PRINCESS/STUDLEY PARK,INT,BOR,-37.807481,145.028883
3663,DENMARK/WELLINGTON,INT,BOR,-37.808866,145.028763
3664,TOORONGA NR BETHUNE,POS,BOR,-37.842095,145.045575
3665,APPLETON DOCK/ENTERPRIZE,INT,MBN,-37.809831,144.928879
3666,POWER NR BATESFORD,POS,MSH,-37.874995,145.100553
3667,HIGH NR PAKINGTON,POS,BOR,-37.805672,145.033896
3668,BURWOOD/BUNNINGS ACCESS,INT,BOR,-37.822117,145.031141
3670,FURLONG NR BOND,POS,BRM,-37.760014,144.809254
3671,ST GEORGES/MERRI/CHARLES,INT,DAR,-37.776519,144.98974
3672,DIMBOOLA/MAIN,INT,HUM,-37.681246,144.914132
3673,TOORONGA/TOORONGA VILLAGE ACCESS,INT,BOR,-37.847069,145.044692
3677,WARRIGAL/HARVEY NORMAN ENT. NO 1,INT,MSH,-37.877163,145.091317
3678,MONASH/WARRIGAL (ON RAMP I/B) DD 3681,INT,STO,-37.883415,145.090069
3679,STATION NR GLENFERRIE,FLASH PX,STO,-37.864657,145.027962
3680,WARRIGAL/WAVERLEY,INT,MSH,-37.880234,145.090639
3681,MONASH/WARRIGAL,INT,FRA,-37.883239,145.090011
3682,WARRIGAL/RIVERSDALE,INT,BOR,-37.835978,145.098207
3683,WARRIGAL NR GLEESON,POS,WTH,-37.842715,145.09697
3684,WARRIGAL NR LOUDON,POS,WTH,-37.848565,145.095913
3685,WARRIGAL/HIGHBURY,INT,WTH,-37.853359,145.095144
3686,WARRIGAL NR FAKENHAM,POS,BOR,-37.86289,145.093377
3687,WARRIGAL NR POULTER,POS,BOR,-37.864317,145.093117
3688,WARRIGAL NR MADELINE,POS,MSH,-37.857279,145.094338
3689,WARRIGAL/THE BOULEVARD,INT,MSH,-37.874538,145.091762
3690,WARRIGAL/BATESFORD,INT,FRA,-37.875427,145.091601
3691,WARRIGAL/ATHERTON,INT,MSH,-37.898421,145.087377
3692,WARRIGAL NR KANGAROO,POS,MSH,-37.901823,145.086534
3693,WARRIGAL/NORTH,INT,MSH,-37.909488,145.085246
3694,CENTRE/WARRIGAL,INT,GLE,-37.92398,145.082476
3695,WARRIGAL/OLD DANDENONG,INT,KIN,-37.931549,145.080981
3696,WARRIGAL/SOUTH/DINGLEY BYPASS,INT,GLE,-37.938769,145.079658
3697,WARRIGAL/KEYS/CORPORATE,INT,KIN,-37.949841,145.077351
3698,WARRIGAL/KINGSTON,INT,KIN,-37.953196,145.076768
3699,WARRIGAL/BERNARD,INT,KIN,-37.955171,145.076399
3700,WARRIGAL/CENTRE DANDENONG,INT,KIN,-37.967661,145.07414
3701,WARRIGAL NR DELIA,POS,MSH,-37.919504,145.083321
3702,WARRIGAL NR GLOVER,POS,KIN,-37.927647,145.081717
3703,WARRIGAL/COCHRANES,INT,KIN,-37.944533,145.078427
3704,WARRIGAL/FARM,INT,KIN,-37.962623,145.07504
3705,STUD / MOCKRIDGE ,INT,KNO,-37.885874,145.232878
3706,WARRIGAL/MIDDLE,INT,STO,-37.886996,145.089382
3708,BEACH NR DIXON,POS,KIN,-37.992653,145.066565
3709,BEACH NR NEPEAN,POS,KIN,-38.008548,145.087516
3710,NEPEAN NR THIRD/THRIFT PARK,INT,KIN,-37.984114,145.07607
3711,WARRIGAL/OAK/VOLTRI,INT,KIN,-37.974843,145.072757
3712,WARREN NR BROWNFIELD,FLASH PX,KIN,-37.994349,145.092439
3713,GOVERNOR NR CHUTE,POS,KIN,-38.009873,145.09228
3714,BEACH NR ANTIBES,POS,KIN,-37.995926,145.071185
3716,FLORENCE NR OLD BAKERY,FLASH PX,KIN,-37.982735,145.063899
3717,COMO PDE WEST NR BIRDWOOD,FLASH PX,KIN,-37.99233,145.075089
3718,BAY/MALE/HILLCREST,INT,BAY,-37.904736,144.99646
3719,LEAKES/ESTATE/INTERCHANGE DRV,INT,WYN,-37.842132,144.771272
3720,WELLINGTON/MONASH UNIVERSITY BUS ENT,INT,MSH,-37.915272,145.13139
3721,WELLINGTON/MONASH UNIVERSITY ENT,INT,MSH,-37.915671,145.134496
3722,BLACKBURN/WELLINGTON,INT,MSH,-37.916359,145.140108
3725,FERNTREE GULLY/GILBY,INT,MSH,-37.900481,145.13617
3726,EAST RING RD STH OF NTH RING MONASH UNI,POS,MSH,-37.910299,145.136702
3727,PLENTY/GRANGE/SNAKE GULLY,INT,BOR,-37.709068,145.050762
3730,PLENTY/TYLER,INT,BOR,-37.731156,145.014457
3731,PLENTY NR ETHEL,POS,DAR,-37.729206,145.017235
3732,PLENTY/ALBERT/BOLDREWOOD,INT,BOR,-37.725186,145.023574
3733,PLENTY NR GREMEL,POS,DAR,-37.722808,145.030201
3734,PLENTY/DUNNE/KINGSBURY,INT,DAR,-37.716961,145.043173
3735,PLENTY/GRIMSHAW,INT,BAN,-37.700033,145.05837
3736,PLENTY/BENT/SETTLEMENT,INT,WHI,-37.697883,145.059063
3737,PLENTY/TAUNTON,INT,WHI,-37.688422,145.066556
3738,PLENTY NR BRADSHAW,POS,BOR,-37.719153,145.039635
3739,PLENTY/LODDON/TARGET ENT,INT,BOR,-37.724363,145.027533
3740,HIGH/SPRING/CHEDDAR,INT,BOR,-37.714378,145.008073
3741,PLENTY/MT COOPER,INT,BOR,-37.704474,145.055616
3742,KEON/DALTON,INT,BOR,-37.696073,145.022297
3743,TYLER NR BOWDEN,POS,DAR,-37.730738,145.010639
3744,METROPOLITAN RING ROAD/DALTON,INT,WHI,-37.687498,145.028584
3745,PLENTY/GREMEL,INT,DAR,-37.7232,145.029535
3746,PLENTY/FRANKLINS ACCESS RD,INT,DAR,-37.725027,145.025685
3747,PLENTY NR BROWNING,POS,BOR,-37.720088,145.036492
3749,PLENTY/RIVERDALE STH,INT,WHI,-37.617681,145.09271
3750,WILLIAMSTOWN/GRAHAM,INT,PTP,-37.833469,144.932769
3752,WILLIAMSTOWN NR INGLES,FLASH PX,PTP,-37.831635,144.942292
3753,WILLIAMSTOWN NR WEBB,POS,MRG,-37.809216,144.884162
3755,GRAHAM/PLUMMER,INT,PTP,-37.831323,144.932113
3759,NORTH NR HALL,FLASH PX,HOB,-37.844801,144.884738
3760,MELBOURNE NR WILKINS,POS,HOB,-37.845953,144.88549
3763,MAROONDAH HWY/MELBA HWY,INT,YRG,-37.720194,145.379344
3764,ARDEN/LLOYD,INT,MBN,-37.799287,144.935122
3765,BOARDWALK/MURNONG,INT,WYN,-37.882941,144.733157
3766,BOARDWALK/MAIN,INT,WYN,-37.880898,144.734265
3767,DERRIMUT/POPLAR/BADEN POWELL,INT,WYN,-37.841053,144.689636
3768,MERNDA VILLAGE/GALLOWAY,INT,WHI,-37.593866,145.090642
3769,GAFFNEY/DAWSON,INT,MRD,-37.73332,144.95805
3771,MICKLEHAM/GREENVALE,INT,HUM,-37.639974,144.880815
3772,PLENTY/GORDONS,INT,WHI,-37.637533,145.095652
3773,THE LAKES NR THE PROMENADE,FLASH PX,WHI,-37.638188,145.067213
3774,CLAYTON BTW BAYVIEW & STEWART,POS,MSH,-37.90642,145.123227
3775,SOMERVILLE NR CORONATION ,POS,MRG,-37.812423,144.879941
3776,PALMERS/DUNNINGS,INT,WYN,-37.886129,144.746901
3777,HIGH STREET/COOPER,INT,WHI,-37.651907,145.023673
3778,FOOTSCRAY/MARKET GATE 1.,INT,MBN,-37.807812,144.919656
3780,GRANTHAM NR UNION,POS,MRD,-37.772401,144.949417
3781,MELVILLE NR CULLODEN,POS,MRD,-37.756363,144.945323
3782,LYGON NR STEWART,POS,MRD,-37.764206,144.973009
3783,ROYAL/PARK,INT,MRD,-37.778044,144.960234
3784,SYDNEY NR STEWART,POS,MRD,-37.762844,144.962848
3785,ALBION NR HOWARD,POS,MRD,-37.761562,144.969321
3786,DAWSON NR FALLON,POS,MRD,-37.770857,144.955528
3787,ALBION NR THISTLE,POS,MRD,-37.759359,144.950695
3788,DAWSON NR DALY,POS,MRD,-37.769505,144.944415
3790,SYDNEY NR DONALD,POS,MRD,-37.757509,144.963764
3791,BRUNSWICK/STRANGER,INT,MRD,-37.777672,144.965388
3792,NICHOLSON NR ALBERT,POS,MRD,-37.770328,144.979738
3793,BRUNSWICK NR EWING,POS,MRD,-37.777929,144.967587
3794,PARK WEST OF THE AVENUE,POS,MRD,-37.777859,144.958684
3795,DAWSON WEST OF SAXON,POS,MRD,-37.771399,144.960011
3796,NICHOLSON NR HARRISON,POS,MRD,-37.764347,144.979763
3797,LYGON NR PARK,POS,MRD,-37.779153,144.970549
3798,WHITEHORSE NR CAMPBELL,POS,BOR,-37.810698,145.063445
3799,PROSPECT HILL NR SCOTT,POS,BOR,-37.830812,145.079881
3800,BELMORE NR UNION,POS,BOR,-37.803787,145.101864
3801,PROSPECT HILL/STANHOPE/TRAFALGAR,INT,BOR,-37.829009,145.064399
3802,PROSPECT HILL NR CARINDA,POS,BOR,-37.830076,145.073567
3803,PROSPECT HILL NR MOLESWORTH,POS,BOR,-37.831378,145.083093
3804,RIVERSDALE/TRAFALGAR,INT,BOR,-37.832155,145.063684
3805,RIVERSDALE NR WILLOW,POS,BOR,-37.833138,145.072083
3806,RIVERSDALE NR QUANTOCK,POS,BOR,-37.833745,145.07729
3807,RIVERSDALE/WATTLE VALLEY,INT,BOR,-37.834209,145.081366
3808,RIVERSDALE/HIGHFIELD,INT,BOR,-37.834457,145.085044
3809,RIVERSDALE/THROUGH,INT,BOR,-37.835364,145.092849
3810,CAMBERWELL NR BUTLER,POS,BOR,-37.832576,145.058162
3811,CAMBERWELL NR INGLESBY,POS,BOR,-37.834796,145.060764
3812,CAMBERWELL/SEYMOUR/TRAFALGAR,INT,BOR,-37.836007,145.062164
3813,CAMBERWELL NR GLEN IRIS,POS,BOR,-37.842265,145.069173
3814,GLEN IRIS NR KERFERD,POS,BOR,-37.860095,145.066174
3816,HIGH NR HIGHGATE,POS,BOR,-37.863206,145.077892
3817,HIGH NR WARD,POS,BOR,-37.863488,145.080213
3818,HIGH NR CAROOL,POS,BOR,-37.86382,145.082939
3819,WHITEHORSE NR AUSTIN,POS,BOR,-37.812163,145.075683
3820,HIGH/GLEN IRIS,INT,BOR,-37.861794,145.065853
3821,BURKE NR COOKSON,POS,BOR,-37.825958,145.05773
3822,UNION NR GUILDFORD,POS,BOR,-37.823309,145.097752
3823,WHITEHORSE NR BANOOL,POS,BOR,-37.814161,145.092296
3824,WHITEHORSE NR ROCHESTER,POS,BOR,-37.813112,145.083581
3826,BURKE NR GORDON,POS,BOR,-37.807309,145.061275
3827,DONCASTER NR VIEWHILL,POS,BOR,-37.793202,145.089456
3828,HIGH NR SEATON,POS,BOR,-37.862397,145.071122
3829,CAMBERWELL NR BOWEN,POS,BOR,-37.837637,145.063974
3830,PASCOE VALE NR MURRAY,POS,MNV,-37.759699,144.926186
3831,PASCOE VALE/WILSON,INT,MNV,-37.762612,144.92569
3832,ASCOT VALE NR MOONEE,POS,MNV,-37.77512,144.923488
3833,MT ALEXANDER NR FENTON,POS,MNV,-37.774397,144.927757
3834,BUCKLEY/ROSE/SHERBOURNE,INT,MNV,-37.756827,144.915223
3835,MT ALEXANDER NR BARODA,POS,MNV,-37.777611,144.9298
3836,UNION NR ST LEONARDS,POS,MNV,-37.773555,144.915868
3837,STANHOPE NR LORNE,POS,BOR,-37.826704,145.064916
3840,MALVERN NR MERCER,POS,FRA,-37.851098,145.026036
3841,GLENFERRIE NR KOOYONG STN,POS,STO,-37.840015,145.032212
3842,GLENFERRIE NR EDSALL,POS,FRA,-37.861096,145.028552
3843,HIGH NR HUNTINGTOWER,POS,FRA,-37.855888,145.023657
3844,TOORONGA NR COPPIN,POS,STO,-37.870986,145.038785
3845,BURKE NR RANFURLIE,POS,STO,-37.860791,145.05106
3846,BURKE NR MANNING,POS,STO,-37.871225,145.049086
3847,CHADSTONE NR ABBOTSFORD,POS,STO,-37.881417,145.079251
3848,KOOYONG NR UNION,POS,STO,-37.857004,145.020427
3850,GLENFERRIE/EVANDALE,INT,FRA,-37.864246,145.02803
3851,CHADSTONE/EXIT CHAD SHOPS,INT,STO,-37.88481,145.078607
3852,WAVERLEY NR BATESFORD,POS,STO,-37.877129,145.08528
3853,TALBOT NR GLENFERRIE,FLASH PX,STO,-37.839678,145.032272
3854,STATION NR CLAREMONT,FLASH PX,STO,-37.865882,145.029322
3855,MALVERN/MOIRA,INT,FRA,-37.868305,145.059844
3856,TOORONGA NR MILTON,POS,STO,-37.850079,145.042789
3857,MILTON NR TOORONGA,FLASH PX,STO,-37.849805,145.04169
3860,CHURCH/BALMAIN/COTTER,INT,YRA,-37.830409,144.997083
3861,SWAN/CREMORNE,INT,YRA,-37.824959,144.99156
3863,BURNLEY NR KENT,POS,YRA,-37.815811,145.008989
3864,CHURCH NR HOWARD,POS,YRA,-37.832608,144.996719
3865,LENNOX NR YORK,POS,YRA,-37.813571,144.995393
3866,MADDEN NR STAWELL,POS,YRA,-37.828114,145.009846
3867,LENNOX NR RICHMOND,FLASH PX,YRA,-37.821993,144.993931
3868,BRIDGE NR VERITY,POS,YRA,-37.817849,144.992664
3869,ERIN NR NORMANBY,POS,YRA,-37.816526,144.992248
3870,ST GEORGES NR BRUCE,POS,DAR,-37.743004,144.998004
3871,CRAMER NR JESSIE,POS,DAR,-37.739578,144.99552
3872,GILBERT NR MILLER,POS,DAR,-37.750513,144.988083
3873,GILBERT NR JACKA,POS,DAR,-37.73288,144.990933
3874,EDWARDES/BANBURY,INT,DAR,-37.714524,144.989035
3875,EDWARDES/NEWLANDS,INT,DAR,-37.713949,144.983722
3876,SPRING NR VERDUN,POS,DAR,-37.727661,145.000976
3877,MURRAY/NORTHLAND EXIT,INT,BOR,-37.74062,145.0277
3878,BURNLEY/NORTHERN ACCESS RD,INT,YRA,-37.812445,145.009592
3879,KINGSBURY/RING,INT,DAR,-37.718323,145.044489
3880,HIGH NR DAVID,POS,BOR,-37.74225,145.003305
3881,EDWARDES NR SPRATLING,POS,DAR,-37.715184,144.995353
3882,EDWARDES NR OLIVE,POS,DAR,-37.716247,145.005347
3884,BURKE NR KARDELLA,POS,STO,-37.867917,145.049712
3885,LOUISA NR VICTORIA,FLASH PX,MRD,-37.743059,144.965007
3886,MORELAND NR MURDOCH,POS,MRD,-37.754782,144.958541
3887,MORELAND/CAMERON,INT,MRD,-37.755209,144.96218
3888,MELVILLE NR WOODLANDS,POS,MRD,-37.749237,144.946411
3891,MORELAND NR HAIG,POS,MRD,-37.754245,144.953975
3892,GAFFNEY NR BATMAN,POS,MRD,-37.733784,144.963131
3893,SYDNEY NR PAGE,POS,MRD,-37.744,144.966125
3894,MCARTHURS/BORRACK,POS,HOB,-37.835679,144.846093
3895,OLD DANDENONG/CLARINDA,INT,KIN,-37.94708,145.096664
3896,MCDONALDS/PLENTY VALLEY SC ACCESS 2,INT,WHI,-37.650582,145.075969
3897,MCDONALDS/FERRES,INT,WHI,-37.648245,145.069027
3898,MCDONALDS/PLENTY VALLEY SC ACCESS1,INT,WHI,-37.649749,145.072154
3899,KOROROIT CREEK/BURNS,INT,HOB,-37.844997,144.790741
3900,MILLERS/MCARTHURS,INT,HOB,-37.835826,144.847478
3901,MELBOURNE/VIC TRACK MAINT FACILITY ACCES,INT,HOB,-37.83258,144.88179
3902,BLACKSHAWS NR BEGONIA,FLASH PX,HOB,-37.831942,144.855139
3904,KOROROIT CREEK/DOW CHEMICAL/PRIXCAR,INT,HOB,-37.846642,144.804427
3905,BLACKSHAWS/GRIEVE,INT,HOB,-37.827369,144.829084
3906,GRIEVE/THE GATEWAY,INT,HOB,-37.839839,144.825579
3907,GRIEVE/PINNACLE/TOYOTA ENT GATE 7,INT,HOB,-37.838815,144.825714
3908,GRIEVE/TOYOTA ENT GATE 4,INT,HOB,-37.834169,144.826329
3909,GRIMSHAW/CHURCH,INT,BAN,-37.704495,145.101919
3910,GRIEVE/TARAS,INT,HOB,-37.844635,144.824945
3911,GRIMSHAW/MAIN,INT,BAN,-37.704561,145.102533
3912,GREENSBOROUGH BYPASS/ELDER,INT,BAN,-37.710987,145.085025
3914,RIVERSDALE/HAVELOCK/REDFERN,INT,BOR,-37.83092,145.052789
3915,PLENTY/STAGECOACH,INT,WHI,-37.64083,145.096213
3916,ELGAR/UGANDA,INT,WTH,-37.844358,145.109934
3917,CHAPEL/PALERMO,INT,FRA,-37.841632,144.99519
3918,EASTERN FWY/ELGAR,INT,WTH,-37.796742,145.118354
3919,EASTERN FWY/TRAM,INT,MAN,-37.796641,145.126619
3920,ELGAR/BELMORE,INT,WTH,-37.79989,145.118123
3921,ELGAR NR LORAINE,POS,WTH,-37.80227,145.117696
3922,ELGAR/MONT ALBERT,INT,WTH,-37.822285,145.114007
3923,ELGAR NR ERASMUS,POS,WTH,-37.830058,145.112588
3924,RIVERSDALE/PARK/ELGAR,INT,WTH,-37.835821,145.111686
3925,RIVERSDALE/ELGAR,INT,WTH,-37.837972,145.11059
3926,STATION/WOODHOUSE,INT,WTH,-37.80177,145.126857
3927,STATION/THAMES,INT,WTH,-37.81368,145.124774
3928,STATION NR HILL,POS,WTH,-37.831824,145.121262
3929,STATION NR DUNCAN,POS,WTH,-37.835077,145.120682
3930,STATION/RIVERSDALE,INT,WTH,-37.838511,145.119998
3932,BELMORE NR MCCOLL,POS,WTH,-37.801143,145.109586
3933,RIVERSDALE NR ALANDALE,POS,WTH,-37.836916,145.104586
3934,ELGAR NR SEVERN,POS,WTH,-37.811799,145.115952
3935,HUNTINGDALE/HIGHBURY/GILLARD,INT,WTH,-37.855514,145.113988
3936,BERESFORD NR EARLE,POS,WTH,-37.819527,145.105224
3937,STATION/HIGHBURY,INT,WTH,-37.856087,145.118929
3938,EDGARS/DEVENY,INT,WHI,-37.657395,145.006643
3939,STATION/CARRINGTON/RUTLAND,INT,WTH,-37.820349,145.123387
3940,ELGAR/CARRINGTON,INT,WTH,-37.819439,145.114547
3941,STATION/ELEY,INT,WTH,-37.84439,145.121035
3942,HIGHBURY NR MONTPELLIER,POS,WTH,-37.854804,145.107785
3943,ELGAR/ARNOLD,INT,WTH,-37.813936,145.115562
3945,PLENTY / FINDON,INT,WHI,-37.648,145.091183
3946,PLENTY/MCDONALDS/GORGE,INT,WHI,-37.651252,145.088287
3947,ARDEN/LAURENS,INT,MBN,-37.800108,144.941991
3948,FAIRBANK RD / FURY CT,INT,KIN,-37.942155,145.131314
3949,MARTIN NR SPINK,FLASH PX,BAY,-37.897499,145.004787
3950,NEW/MARTIN,INT,BAY,-37.896273,144.994702
3951,BAY/NEW/BARKLY,INT,BAY,-37.904351,144.993167
3952,NEW NR CADBY,POS,BAY,-37.908944,144.992294
3953,NEW NR WINDERMERE,POS,BAY,-37.921513,144.993671
3954,BAY NR WILLANSBY,POS,BAY,-37.905811,145.004702
3955,DURRANT NR MALE,POS,BAY,-37.909879,145.004193
3957,DENDY/HAMPTON,INT,BAY,-37.920832,145.005695
3958,HAMPTON NR WERE,POS,BAY,-37.926594,145.004549
3959,CENTRE/THOMAS,INT,BAY,-37.91659,145.023234
3960,CENTRE/HAMPTON,INT,BAY,-37.914637,145.006857
3961,HAWTHORN NR CHARLES,POS,BAY,-37.905155,145.018459
3962,HAWTHORN NR CLIVE,POS,BAY,-37.913414,145.017047
3963,FORSTER/RICKETTS/HARDNER,INT,MSH,-37.894919,145.130037
3964,CAMP/MAYGAR/CSL ACCESS,INT,HUM,-37.687762,144.940562
3965,RESERVE NR GLENWOOD,POS,BAY,-37.986061,145.032908
3966,FRANKLIN NR QUEEN,FLASH PX,MBN,-37.808804,144.958228
3967,DOCKLANDS/DOEPEL/WATERFRONT,INT,MBN,-37.814096,144.939636
3968,CUMBERLAND/O'HEA,INT,MRD,-37.73474,144.937888
3969,CAMP/NORTHCORP,INT,HUM,-37.689004,144.952343
3971,ORRONG Rd / SYDNEY St,INT,FRA,-37.851174,145.01203
3972,WHITEMAN NR QUEENSBRIDGE,FLASH PX,MBN,-37.823355,144.960785
3973,LINLITHGOW NR ST KILDA,POS,MBN,-37.822434,144.972014
3975,EDGARS/KINGSWAY,INT,WHI,-37.66432,145.005323
3976,PLENTY/OLD PLENTY,INT,WHI,-37.646604,145.092895
3977,BURKE/MONT ALBERT,INT,BOR,-37.815883,145.05964
3979,RIVERSDALE/FAIRHOLM,INT,BOR,-37.831645,145.059149
3980,BARRY/BLAIR,INT,HUM,-37.665038,144.933124
3981,BARRY/KING/MAFFRA,INT,HUM,-37.666,144.94241
3982,EDGARS/BARRY,INT,WHI,-37.672546,145.001732
3983,BARRY NR DUNSTAN,POS,HUM,-37.666462,144.946898
3984,CAMP NR JOSEPH,POS,HUM,-37.685605,144.922551
3985,CAMP/BLAIR/WIDFORD,INT,HUM,-37.686133,144.926826
3986,CAMP NR SMILEY,POS,HUM,-37.686848,144.932616
3987,JOHNSTONE NR SORRENTO,POS,HUM,-37.681781,144.909632
3988,GLENROY/WHEATSHEAF/HART'TON,INT,MRD,-37.705865,144.918198
3989,BAKEHOUSE DR / LLOYD ST,INT,MBN,-37.800588,144.932934
3990,BLAIR NR KING WILLIAM,POS,HUM,-37.680244,144.928323
3991,BLAIR NR KIEWA,POS,HUM,-37.673799,144.930776
3992,RALEIGH NR RIDDELL,POS,HUM,-37.677047,144.894417
3993,BOUNDARY/CUMBERLAND,INT,MRD,-37.716949,144.940875
3994,MAHONEYS NR CHEVIOT,POS,HUM,-37.689955,144.961905
3995,DIMBOOLA/PEARCEDALE,INT,HUM,-37.682293,144.915562
3996,BARRY/FORD ENTRANCE,INT,HUM,-37.666657,144.948925
3997,CAMP/MAIN,INT,HUM,-37.688363,144.946164
3998,JOHNSTONE/PEARCEDALE,INT,HUM,-37.683915,144.913748
3999,BROADMEADOWS/SHARPS/BARRIE,INT,HUM,-37.708064,144.878658
4000,MELVILLE/MORELAND,INT,MRD,-37.753277,144.945746
4001,SYDNEY/MORELAND,INT,MRD,-37.755456,144.964118
4002,MORELAND NR DE CARLE,POS,MRD,-37.755735,144.966482
4003,MORELAND NR BARROW,POS,MRD,-37.756103,144.969779
4004,NICHOLSON/MORELAND/HOLMES,INT,MRD,-37.75667,144.974868
4005,MELVILLE/ALBION,INT,MRD,-37.758668,144.944861
4006,SYDNEY/ALBION,INT,MRD,-37.760843,144.963193
4007,LYGON/ALBION/HOLMES,INT,MRD,-37.762034,144.973347
4008,MELVILLE/VICTORIA,INT,MRD,-37.764828,144.943766
4009,VICTORIA/PEARSON,INT,MRD,-37.765498,144.949309
4010,SYDNEY/BLYTH,INT,MRD,-37.765489,144.962388
4011,SYDNEY/VICTORIA,INT,MRD,-37.767049,144.962126
4013,SYDNEY/ALBERT,INT,MRD,-37.768856,144.961816
4014,SYDNEY/GLENLYON/DAWSON,INT,MRD,-37.771561,144.961352
4015,MELVILLE/DAWSON,INT,MRD,-37.769403,144.943564
4016,DAWSON/GRANTHAM,INT,MRD,-37.770156,144.949855
4017,LYGON/BLYTH,INT,MRD,-37.766559,144.972592
4018,LYGON/VICTORIA,INT,MRD,-37.768136,144.972308
4019,LYGON NR ALBERT,POS,MRD,-37.769504,144.97206
4020,LYGON/GLENLYON,INT,MRD,-37.772661,144.9715
4021,LYGON NR WESTON,POS,MRD,-37.775531,144.971052
4022,SYDNEY/WESTON,INT,MRD,-37.774737,144.96083
4023,NICHOLSON/ARTHURTON/BLYTH,INT,MRD,-37.767347,144.980231
4024,NICHOLSON/GLENLYON,INT,MRD,-37.773497,144.979197
4025,NICHOLSON NR MILLER,POS,MRD,-37.776912,144.978615
4026,GLENLYON NR GARDEN,POS,MRD,-37.772006,144.965455
4027,SOUTH DALY NR COLLIER,POS,MRD,-37.771204,144.943564
